EVENT_TYPE,TOKEN,QUERY_RELATIVE_POSITION,TOTAL_QUERY_COUNT,TOKEN_RATIO_BEFORE_AFTER_EVENT
Tornado,window,Before,255,0.00135582045747
Tornado,presidential,Before,254,0.001350503514499
Tornado,hilton,After,259,0.001348775686626
Tornado,drivers,Before,253,0.001345186571529
Tornado,carolina,Before,253,0.001345186571529
Tornado,arizonaedu,Before,252,0.001339869628558
Tornado,college,After,257,0.001338360430358
Tornado,pictures,After,257,0.001338360430358
Tornado,giovanna,After,256,0.001333152802225
Tornado,rims,After,256,0.001333152802225
Tornado,furniture,Before,248,0.001318601856676
Tornado,masajes,After,252,0.00131232228969
Tornado,savannah,After,252,0.00131232228969
Tornado,owensboro,After,252,0.00131232228969
Tornado,sofaexpress,After,252,0.00131232228969
Tornado,tanahoy,Before,246,0.001307967970736
Tornado,oath,Before,246,0.001307967970736
Tornado,bed,Before,246,0.001307967970736
Tornado,employment,Before,245,0.001302651027765
Tornado,valley,After,250,0.001301907033423
Tornado,boy,Before,244,0.001297334084795
Tornado,dog,After,249,0.001296699405289
Tornado,montgomery,After,246,0.001281076520888
Tornado,anatomy,After,246,0.001281076520888
Tornado,rabbit,After,246,0.001281076520888
Tornado,paris,After,245,0.001275868892754
Tornado,heart,Before,236,0.001254798541031
Tornado,united,Before,235,0.00124948159806
Tornado,pharmacy,After,238,0.001239415495818
Tornado,california,Before,233,0.001238847712119
Tornado,tool,Before,233,0.001238847712119
Tornado,atlanta,After,236,0.001229000239551
Tornado,wholesale,After,235,0.001223792611417
Tornado,baldwin,After,234,0.001218584983284
Tornado,music,Before,229,0.001217579940238
Tornado,hot,After,233,0.00121337735515
Tornado,dining,Before,228,0.001212262997267
Tornado,weather,Before,227,0.001206946054297
Tornado,pics,Before,227,0.001206946054297
Tornado,taxes,Before,226,0.001201629111326
Tornado,gas,Before,226,0.001201629111326
Tornado,website,Before,225,0.001196312168356
Tornado,hotel,Before,223,0.001185678282415
Tornado,review,After,227,0.001182131586348
Tornado,first,After,226,0.001176923958214
Tornado,used,After,224,0.001166508701947
Tornado,club,After,224,0.001166508701947
Tornado,society,After,224,0.001166508701947
Tornado,resort,Before,219,0.001164410510533
Tornado,dogs,After,223,0.001161301073813
Tornado,service,Before,218,0.001159093567562
Tornado,basic,Before,218,0.001159093567562
Tornado,car,Before,217,0.001153776624592
Tornado,south,After,221,0.001150885817546
Tornado,microsoft,Before,215,0.001143142738651
Tornado,capital,After,219,0.001140470561278
Tornado,falls,Before,214,0.001137825795681
Tornado,trucking,After,217,0.001130055305011
Tornado,colorado,After,217,0.001130055305011
Tornado,club,Before,212,0.00112719190974
Tornado,navy,Before,212,0.00112719190974
Tornado,girl,After,216,0.001124847676877
Tornado,ganglion,After,216,0.001124847676877
Tornado,cysts,After,216,0.001124847676877
Tornado,ford,Before,211,0.001121874966769
Tornado,pics,After,215,0.001119640048743
Tornado,michigan,After,215,0.001119640048743
Tornado,states,Before,210,0.001116558023799
Tornado,houston,Before,210,0.001116558023799
Tornado,had,Before,210,0.001116558023799
Tornado,georgia,After,213,0.001109224792476
Tornado,joe,After,213,0.001109224792476
Tornado,church,Before,207,0.001100607194887
Tornado,tennessee,After,211,0.001098809536209
Tornado,room,Before,206,0.001095290251917
Tornado,south,Before,206,0.001095290251917
Tornado,island,Before,206,0.001095290251917
Tornado,multiple,Before,204,0.001084656365976
Tornado,louis,After,208,0.001083186651808
Tornado,family,Before,203,0.001079339423005
Tornado,cartoonetwork,Before,202,0.001074022480035
Tornado,west,Before,202,0.001074022480035
Tornado,space,Before,201,0.001068705537064
Tornado,that,Before,201,0.001068705537064
Tornado,high,Before,201,0.001068705537064
Tornado,jersey,After,205,0.001067563767406
Tornado,credit,After,204,0.001062356139273
Tornado,soccer,After,203,0.001057148511139
Tornado,fish,After,203,0.001057148511139
Tornado,savage,Before,198,0.001052754708153
Tornado,softball,Before,198,0.001052754708153
Tornado,toppers,Before,197,0.001047437765183
Tornado,homes,Before,197,0.001047437765183
Tornado,about,After,200,0.001041525626738
Tornado,union,After,200,0.001041525626738
Tornado,womens,After,200,0.001041525626738
Tornado,help,Before,195,0.001036803879242
Tornado,tax,Before,194,0.001031486936271
Tornado,show,Before,193,0.001026169993301
Tornado,love,Before,193,0.001026169993301
Tornado,professional,Before,193,0.001026169993301
Tornado,myeloma,Before,192,0.00102085305033
Tornado,scenic,Before,192,0.00102085305033
Tornado,ive,Before,192,0.00102085305033
Tornado,filing,Before,192,0.00102085305033
Tornado,hills,Before,191,0.00101553610736
Tornado,music,After,195,0.00101548748607
Tornado,song,After,194,0.001010279857936
Tornado,lake,Before,190,0.001010219164389
Tornado,life,Before,190,0.001010219164389
Tornado,black,After,193,0.001005072229802
Tornado,honda,After,192,0.000999864601669
Tornado,vasodilation,After,192,0.000999864601669
Tornado,tex,After,189,0.000984241717267
Tornado,trader,After,189,0.000984241717267
Tornado,lexus,After,189,0.000984241717267
Tornado,fishing,After,188,0.000979034089134
Tornado,windows,Before,184,0.000978317506566
Tornado,quizzes,Before,184,0.000978317506566
Tornado,ridge,Before,184,0.000978317506566
Tornado,north,After,186,0.000968618832866
Tornado,youth,After,185,0.000963411204733
Tornado,black,Before,180,0.000957049734685
Tornado,find,After,183,0.000952995948465
Tornado,hill,Before,179,0.000951732791714
Tornado,trade,Before,179,0.000951732791714
Tornado,night,Before,179,0.000951732791714
Tornado,secret,Before,177,0.000941098905773
Tornado,are,Before,176,0.000935781962803
Tornado,clothing,After,179,0.000932165435931
Tornado,homes,After,179,0.000932165435931
Tornado,realty,After,179,0.000932165435931
Tornado,radio,Before,175,0.000930465019832
Tornado,miami,After,178,0.000926957807797
Tornado,horse,After,177,0.000921750179663
Tornado,room,After,177,0.000921750179663
Tornado,institute,After,176,0.000916542551529
Tornado,history,After,176,0.000916542551529
Tornado,restaurant,After,176,0.000916542551529
Tornado,airport,After,176,0.000916542551529
Tornado,offenders,After,176,0.000916542551529
Tornado,tours,Before,172,0.000914514190921
Tornado,icons,After,175,0.000911334923396
Tornado,effects,After,175,0.000911334923396
Tornado,property,Before,171,0.00090919724795
Tornado,virginia,After,174,0.000906127295262
Tornado,men,After,174,0.000906127295262
Tornado,real,Before,170,0.00090388030498
Tornado,oregon,Before,170,0.00090388030498
Tornado,casserole,Before,170,0.00090388030498
Tornado,estate,Before,170,0.00090388030498
Tornado,myspace,After,173,0.000900919667128
Tornado,adult,After,173,0.000900919667128
Tornado,telephone,After,173,0.000900919667128
Tornado,convention,After,172,0.000895712038995
Tornado,myspace,Before,168,0.000893246419039
Tornado,mustang,Before,168,0.000893246419039
Tornado,movie,Before,168,0.000893246419039
Tornado,times,After,171,0.000890504410861
Tornado,set,After,171,0.000890504410861
Tornado,imports,Before,167,0.000887929476068
Tornado,adirondack,Before,167,0.000887929476068
Tornado,disorders,After,170,0.000885296782727
Tornado,yahoo,After,170,0.000885296782727
Tornado,animal,After,170,0.000885296782727
Tornado,system,After,170,0.000885296782727
Tornado,sea,Before,166,0.000882612533098
Tornado,murray,Before,166,0.000882612533098
Tornado,table,Before,166,0.000882612533098
Tornado,kentucky,After,169,0.000880089154594
Tornado,photos,Before,165,0.000877295590128
Tornado,asian,Before,165,0.000877295590128
Tornado,big,After,168,0.00087488152646
Tornado,house,After,168,0.00087488152646
Tornado,mich,Before,164,0.000871978647157
Tornado,troubleshooting,Before,164,0.000871978647157
Tornado,ipetz,Before,164,0.000871978647157
Tornado,milf,Before,164,0.000871978647157
Tornado,upright,Before,164,0.000871978647157
Tornado,restomod,Before,164,0.000871978647157
Tornado,hackensack,Before,164,0.000871978647157
Tornado,god,Before,164,0.000871978647157
Tornado,princeton,Before,164,0.000871978647157
Tornado,bunk,Before,164,0.000871978647157
Tornado,potato,Before,164,0.000871978647157
Tornado,junipers,Before,164,0.000871978647157
Tornado,mls,Before,164,0.000871978647157
Tornado,leadership,Before,164,0.000871978647157
Tornado,master,After,167,0.000869673898326
Tornado,league,After,167,0.000869673898326
Tornado,apartments,Before,163,0.000866661704187
Tornado,movie,After,166,0.000864466270193
Tornado,hyatt,After,166,0.000864466270193
Tornado,fidelity,Before,162,0.000861344761216
Tornado,netbenefits,Before,162,0.000861344761216
Tornado,boys,After,165,0.000859258642059
Tornado,phone,After,165,0.000859258642059
Tornado,inn,Before,161,0.000856027818246
Tornado,carolina,After,164,0.000854051013925
Tornado,asylum,After,164,0.000854051013925
Tornado,appendix,After,164,0.000854051013925
Tornado,regency,After,164,0.000854051013925
Tornado,style,After,164,0.000854051013925
Tornado,function,After,164,0.000854051013925
Tornado,sample,After,164,0.000854051013925
Tornado,lilypie,After,164,0.000854051013925
Tornado,delta,After,164,0.000854051013925
Tornado,garlic,After,164,0.000854051013925
Tornado,bonds,After,164,0.000854051013925
Tornado,cloves,After,164,0.000854051013925
Tornado,toddy,After,164,0.000854051013925
Tornado,ameritania,After,164,0.000854051013925
Tornado,denver,After,164,0.000854051013925
Tornado,best,Before,160,0.000850710875275
Tornado,bars,Before,160,0.000850710875275
Tornado,cigars,Before,160,0.000850710875275
Tornado,show,After,163,0.000848843385792
Tornado,repair,Before,159,0.000845393932305
Tornado,day,Before,159,0.000845393932305
Tornado,district,Before,159,0.000845393932305
Tornado,pennsylvania,After,162,0.000843635757658
Tornado,business,Before,158,0.000840076989334
Tornado,schools,Before,158,0.000840076989334
Tornado,museum,After,161,0.000838428129524
Tornado,hotels,After,161,0.000838428129524
Tornado,sales,After,160,0.00083322050139
Tornado,virginia,Before,156,0.000829443103393
Tornado,reviews,Before,156,0.000829443103393
Tornado,billy,Before,156,0.000829443103393
Tornado,dictionary,After,159,0.000828012873257
Tornado,corp,Before,155,0.000824126160423
Tornado,creek,After,158,0.000822805245123
Tornado,newspaper,After,158,0.000822805245123
Tornado,gay,After,158,0.000822805245123
Tornado,country,After,157,0.000817597616989
Tornado,inc,Before,153,0.000813492274482
Tornado,board,Before,153,0.000813492274482
Tornado,bad,After,156,0.000812389988856
Tornado,vegas,After,156,0.000812389988856
Tornado,chickfila,Before,152,0.000808175331511
Tornado,nude,Before,152,0.000808175331511
Tornado,international,After,155,0.000807182360722
Tornado,american,Before,151,0.000802858388541
Tornado,blue,After,154,0.000801974732588
Tornado,information,After,154,0.000801974732588
Tornado,child,After,154,0.000801974732588
Tornado,motors,After,154,0.000801974732588
Tornado,symptoms,Before,150,0.00079754144557
Tornado,diego,Before,149,0.0007922245026
Tornado,food,Before,149,0.0007922245026
Tornado,idol,After,152,0.000791559476321
Tornado,baby,After,152,0.000791559476321
Tornado,airlines,After,152,0.000791559476321
Tornado,natural,Before,148,0.00078690755963
Tornado,motorcycle,Before,148,0.00078690755963
Tornado,area,Before,147,0.000781590616659
Tornado,costa,After,150,0.000781144220054
Tornado,injection,Before,146,0.000776273673689
Tornado,kansas,After,149,0.00077593659192
Tornado,courthouse,Before,145,0.000770956730718
Tornado,names,Before,145,0.000770956730718
Tornado,alexis,After,148,0.000770728963786
Tornado,apa,After,148,0.000770728963786
Tornado,that,After,148,0.000770728963786
Tornado,kid,Before,144,0.000765639787748
Tornado,cars,Before,144,0.000765639787748
Tornado,kids,After,147,0.000765521335652
Tornado,radio,After,147,0.000765521335652
Tornado,architects,Before,143,0.000760322844777
Tornado,air,After,146,0.000760313707519
Tornado,touch,After,146,0.000760313707519
Tornado,dealer,After,146,0.000760313707519
Tornado,raleigh,After,146,0.000760313707519
Tornado,google,After,146,0.000760313707519
Tornado,codes,After,145,0.000755106079385
Tornado,hampton,After,145,0.000755106079385
Tornado,studies,After,145,0.000755106079385
Tornado,guitar,After,145,0.000755106079385
Tornado,honda,Before,142,0.000755005901807
Tornado,pineapple,After,144,0.000749898451251
Tornado,tool,After,144,0.000749898451251
Tornado,vicarious,After,144,0.000749898451251
Tornado,can,After,143,0.000744690823118
Tornado,bar,After,143,0.000744690823118
Tornado,track,Before,140,0.000744372015866
Tornado,days,Before,140,0.000744372015866
Tornado,war,Before,140,0.000744372015866
Tornado,get,Before,140,0.000744372015866
Tornado,palm,After,142,0.000739483194984
Tornado,theater,Before,139,0.000739055072895
Tornado,funeral,After,141,0.00073427556685
Tornado,john,After,141,0.00073427556685
Tornado,good,Before,138,0.000733738129925
Tornado,death,After,140,0.000729067938717
Tornado,magazine,Before,137,0.000728421186954
Tornado,lancaster,Before,137,0.000728421186954
Tornado,traffic,After,139,0.000723860310583
Tornado,palm,Before,136,0.000723104243984
Tornado,people,Before,136,0.000723104243984
Tornado,softball,After,138,0.000718652682449
Tornado,general,After,138,0.000718652682449
Tornado,bay,Before,135,0.000717787301013
Tornado,about,Before,135,0.000717787301013
Tornado,red,Before,135,0.000717787301013
Tornado,best,After,137,0.000713445054316
Tornado,nude,After,137,0.000713445054316
Tornado,granite,Before,134,0.000712470358043
Tornado,basketball,Before,134,0.000712470358043
Tornado,travel,After,136,0.000708237426182
Tornado,human,After,136,0.000708237426182
Tornado,del,Before,133,0.000707153415072
Tornado,college,Before,133,0.000707153415072
Tornado,delaware,Before,133,0.000707153415072
Tornado,book,Before,133,0.000707153415072
Tornado,pool,After,135,0.000703029798048
Tornado,log,Before,132,0.000701836472102
Tornado,partysupplies,Before,132,0.000701836472102
Tornado,group,Before,132,0.000701836472102
Tornado,bunny,Before,132,0.000701836472102
Tornado,diet,After,134,0.000697822169914
Tornado,monica,After,134,0.000697822169914
Tornado,council,After,134,0.000697822169914
Tornado,chicken,Before,131,0.000696519529132
Tornado,dance,After,133,0.000692614541781
Tornado,baseball,After,133,0.000692614541781
Tornado,guides,After,133,0.000692614541781
Tornado,freshlook,After,133,0.000692614541781
Tornado,hotels,Before,130,0.000691202586161
Tornado,regional,Before,130,0.000691202586161
Tornado,indiana,Before,130,0.000691202586161
Tornado,gear,After,132,0.000687406913647
Tornado,support,After,132,0.000687406913647
Tornado,service,After,132,0.000687406913647
Tornado,art,Before,129,0.000685885643191
Tornado,dole,After,131,0.000682199285513
Tornado,sign,Before,128,0.00068056870022
Tornado,conjunctionjunction,Before,128,0.00068056870022
Tornado,bugs,Before,128,0.00068056870022
Tornado,playground,Before,128,0.00068056870022
Tornado,millz,Before,128,0.00068056870022
Tornado,forensic,Before,128,0.00068056870022
Tornado,kysor,Before,128,0.00068056870022
Tornado,echograms,Before,128,0.00068056870022
Tornado,playcenter,Before,128,0.00068056870022
Tornado,jae,Before,128,0.00068056870022
Tornado,delmarva,Before,128,0.00068056870022
Tornado,cowboys,Before,128,0.00068056870022
Tornado,bartender,Before,128,0.00068056870022
Tornado,countertop,Before,128,0.00068056870022
Tornado,chase,Before,127,0.00067525175725
Tornado,song,Before,127,0.00067525175725
Tornado,mar,Before,127,0.00067525175725
Tornado,slow,Before,127,0.00067525175725
Tornado,community,Before,127,0.00067525175725
Tornado,holy,Before,127,0.00067525175725
Tornado,world,After,129,0.000671784029246
Tornado,discount,After,129,0.000671784029246
Tornado,door,After,129,0.000671784029246
Tornado,naked,After,129,0.000671784029246
Tornado,frontpage,Before,126,0.000669934814279
Tornado,crapville,Before,126,0.000669934814279
Tornado,buu,Before,126,0.000669934814279
Tornado,step,Before,126,0.000669934814279
Tornado,surrogate,Before,126,0.000669934814279
Tornado,collar,Before,126,0.000669934814279
Tornado,crime,Before,126,0.000669934814279
Tornado,motherhood,Before,126,0.000669934814279
Tornado,decaffinated,Before,126,0.000669934814279
Tornado,charge,Before,126,0.000669934814279
Tornado,banking,Before,126,0.000669934814279
Tornado,going,Before,126,0.000669934814279
Tornado,accesories,After,128,0.000666576401112
Tornado,anything,After,128,0.000666576401112
Tornado,services,After,128,0.000666576401112
Tornado,grissom,After,128,0.000666576401112
Tornado,humane,After,128,0.000666576401112
Tornado,clara,After,128,0.000666576401112
Tornado,fnbo,After,128,0.000666576401112
Tornado,rochelle,After,128,0.000666576401112
Tornado,thoroughbred,After,127,0.000661368772979
Tornado,san,After,127,0.000661368772979
Tornado,movies,After,127,0.000661368772979
Tornado,skills,After,127,0.000661368772979
Tornado,world,Before,124,0.000659300928338
Tornado,women,Before,124,0.000659300928338
Tornado,water,Before,124,0.000659300928338
Tornado,mitzubishi,After,126,0.000656161144845
Tornado,cabarrus,After,126,0.000656161144845
Tornado,rica,After,126,0.000656161144845
Tornado,ymca,After,126,0.000656161144845
Tornado,millennium,After,126,0.000656161144845
Tornado,primero,After,126,0.000656161144845
Tornado,four,After,126,0.000656161144845
Tornado,tampa,After,126,0.000656161144845
Tornado,ransom,After,126,0.000656161144845
Tornado,gotham,After,126,0.000656161144845
Tornado,mayo,After,126,0.000656161144845
Tornado,insurance,Before,123,0.000653983985368
Tornado,job,After,125,0.000650953516711
Tornado,wild,After,125,0.000650953516711
Tornado,association,Before,122,0.000648667042397
Tornado,lake,After,124,0.000645745888578
Tornado,zip,After,124,0.000645745888578
Tornado,presbyterian,After,124,0.000645745888578
Tornado,montgomery,Before,121,0.000643350099427
Tornado,town,Before,121,0.000643350099427
Tornado,test,Before,120,0.000638033156456
Tornado,love,After,122,0.00063533063231
Tornado,store,Before,119,0.000632716213486
Tornado,missouri,Before,119,0.000632716213486
Tornado,rental,Before,119,0.000632716213486
Tornado,steel,After,121,0.000630123004177
Tornado,court,After,121,0.000630123004177
Tornado,marriage,Before,118,0.000627399270515
Tornado,grandes,After,120,0.000624915376043
Tornado,massachusetts,After,120,0.000624915376043
Tornado,mail,After,120,0.000624915376043
Tornado,culos,After,120,0.000624915376043
Tornado,animal,Before,117,0.000622082327545
Tornado,blood,Before,117,0.000622082327545
Tornado,family,After,119,0.000619707747909
Tornado,church,After,119,0.000619707747909
Tornado,shoes,After,119,0.000619707747909
Tornado,airport,Before,116,0.000616765384574
Tornado,gift,Before,116,0.000616765384574
Tornado,central,After,118,0.000614500119775
Tornado,ncaa,After,118,0.000614500119775
Tornado,pages,After,118,0.000614500119775
Tornado,top,Before,114,0.000606131498634
Tornado,atlanta,Before,114,0.000606131498634
Tornado,tucson,Before,114,0.000606131498634
Tornado,bill,Before,114,0.000606131498634
Tornado,iowa,Before,114,0.000606131498634
Tornado,rent,Before,114,0.000606131498634
Tornado,internet,After,116,0.000604084863508
Tornado,sites,After,116,0.000604084863508
Tornado,bus,After,116,0.000604084863508
Tornado,department,After,116,0.000604084863508
Tornado,photos,After,115,0.000598877235374
Tornado,fat,After,115,0.000598877235374
Tornado,company,After,115,0.000598877235374
Tornado,wedding,After,115,0.000598877235374
Tornado,dog,Before,112,0.000595497612693
Tornado,crossing,Before,112,0.000595497612693
Tornado,global,Before,112,0.000595497612693
Tornado,youth,Before,112,0.000595497612693
Tornado,queen,Before,112,0.000595497612693
Tornado,nvar,Before,112,0.000595497612693
Tornado,english,Before,112,0.000595497612693
Tornado,naked,Before,112,0.000595497612693
Tornado,king,Before,112,0.000595497612693
Tornado,long,Before,112,0.000595497612693
Tornado,kelly,After,114,0.000593669607241
Tornado,bellagio,After,114,0.000593669607241
Tornado,make,After,114,0.000593669607241
Tornado,tour,Before,111,0.000590180669722
Tornado,lincoln,Before,111,0.000590180669722
Tornado,plants,Before,111,0.000590180669722
Tornado,report,After,113,0.000588461979107
Tornado,community,After,113,0.000588461979107
Tornado,third,Before,110,0.000584863726752
Tornado,camp,Before,110,0.000584863726752
Tornado,butler,Before,110,0.000584863726752
Tornado,students,After,112,0.000583254350973
Tornado,dallas,After,112,0.000583254350973
Tornado,post,After,112,0.000583254350973
Tornado,america,Before,109,0.000579546783781
Tornado,traffic,Before,109,0.000579546783781
Tornado,society,Before,109,0.000579546783781
Tornado,vintage,Before,109,0.000579546783781
Tornado,men,Before,109,0.000579546783781
Tornado,heart,After,111,0.00057804672284
Tornado,knoxville,After,111,0.00057804672284
Tornado,mountain,After,111,0.00057804672284
Tornado,ged,Before,108,0.000574229840811
Tornado,international,Before,108,0.000574229840811
Tornado,real,After,110,0.000572839094706
Tornado,national,Before,107,0.00056891289784
Tornado,cost,Before,107,0.00056891289784
Tornado,band,Before,107,0.00056891289784
Tornado,offenders,Before,107,0.00056891289784
Tornado,model,Before,107,0.00056891289784
Tornado,making,After,109,0.000567631466572
Tornado,hair,Before,106,0.00056359595487
Tornado,michigan,Before,106,0.00056359595487
Tornado,portland,Before,106,0.00056359595487
Tornado,restaurants,Before,106,0.00056359595487
Tornado,pages,Before,106,0.00056359595487
Tornado,moon,Before,106,0.00056359595487
Tornado,tollway,After,108,0.000562423838439
Tornado,library,After,108,0.000562423838439
Tornado,america,After,108,0.000562423838439
Tornado,corp,After,108,0.000562423838439
Tornado,insurance,After,108,0.000562423838439
Tornado,grand,Before,105,0.000558279011899
Tornado,maryland,Before,105,0.000558279011899
Tornado,health,Before,105,0.000558279011899
Tornado,point,Before,105,0.000558279011899
Tornado,effect,After,107,0.000557216210305
Tornado,may,After,107,0.000557216210305
Tornado,form,After,107,0.000557216210305
Tornado,cpr,After,107,0.000557216210305
Tornado,inc,After,107,0.000557216210305
Tornado,wholesale,Before,104,0.000552962068929
Tornado,can,Before,104,0.000552962068929
Tornado,ass,After,106,0.000552008582171
Tornado,square,After,106,0.000552008582171
Tornado,side,After,106,0.000552008582171
Tornado,preteen,After,106,0.000552008582171
Tornado,personal,Before,103,0.000547645125958
Tornado,depression,After,105,0.000546800954037
Tornado,iowa,After,105,0.000546800954037
Tornado,cross,After,105,0.000546800954037
Tornado,coleman,Before,102,0.000542328182988
Tornado,post,Before,102,0.000542328182988
Tornado,criminal,Before,102,0.000542328182988
Tornado,bible,Before,102,0.000542328182988
