,QUERY_ABOUT,LEMMATIZED_TOKEN,GROUP_SPECIFIC_TOKEN_PROBABILITY,GROUP_SPECIFIC_TOKEN_PERCENTAGE
730,Weather Tracking and Alerts,british,0.002523977788995,0.252397778899546
737,Weather Tracking and Alerts,carolina,0.002523977788995,0.252397778899546
739,Weather Tracking and Alerts,cedar,0.002523977788995,0.252397778899546
748,Weather Tracking and Alerts,club,0.002523977788995,0.252397778899546
756,Weather Tracking and Alerts,columbia,0.002523977788995,0.252397778899546
773,Weather Tracking and Alerts,falling,0.002523977788995,0.252397778899546
774,Weather Tracking and Alerts,favor,0.002523977788995,0.252397778899546
784,Weather Tracking and Alerts,frosting,0.002523977788995,0.252397778899546
791,Weather Tracking and Alerts,hardy,0.002523977788995,0.252397778899546
795,Weather Tracking and Alerts,hill,0.002523977788995,0.252397778899546
818,Weather Tracking and Alerts,ltd,0.002523977788995,0.252397778899546
821,Weather Tracking and Alerts,map,0.002523977788995,0.252397778899546
830,Weather Tracking and Alerts,miami,0.002523977788995,0.252397778899546
851,Weather Tracking and Alerts,porcelain,0.002523977788995,0.252397778899546
855,Weather Tracking and Alerts,pryor,0.002523977788995,0.252397778899546
864,Weather Tracking and Alerts,realty,0.002523977788995,0.252397778899546
877,Weather Tracking and Alerts,season,0.002523977788995,0.252397778899546
883,Weather Tracking and Alerts,shutter,0.002523977788995,0.252397778899546
884,Weather Tracking and Alerts,ski,0.002523977788995,0.252397778899546
886,Weather Tracking and Alerts,snowden,0.002523977788995,0.252397778899546
890,Weather Tracking and Alerts,stationery,0.002523977788995,0.252397778899546
913,Weather Tracking and Alerts,vega,0.002523977788995,0.252397778899546
919,Weather Tracking and Alerts,weatherford,0.002523977788995,0.252397778899546
920,Weather Tracking and Alerts,website,0.002523977788995,0.252397778899546
708,Weather Tracking and Alerts,area,0.002019182231196,0.201918223119637
715,Weather Tracking and Alerts,atmosphere,0.002019182231196,0.201918223119637
720,Weather Tracking and Alerts,barbie,0.002019182231196,0.201918223119637
721,Weather Tracking and Alerts,barbies,0.002019182231196,0.201918223119637
727,Weather Tracking and Alerts,biome,0.002019182231196,0.201918223119637
733,Weather Tracking and Alerts,buy,0.002019182231196,0.201918223119637
734,Weather Tracking and Alerts,california,0.002019182231196,0.201918223119637
742,Weather Tracking and Alerts,check,0.002019182231196,0.201918223119637
746,Weather Tracking and Alerts,clear,0.002019182231196,0.201918223119637
751,Weather Tracking and Alerts,coldplay,0.002019182231196,0.201918223119637
754,Weather Tracking and Alerts,coldwellrealty,0.002019182231196,0.201918223119637
757,Weather Tracking and Alerts,completion,0.002019182231196,0.201918223119637
766,Weather Tracking and Alerts,during,0.002019182231196,0.201918223119637
778,Weather Tracking and Alerts,ford,0.002019182231196,0.201918223119637
781,Weather Tracking and Alerts,forney,0.002019182231196,0.201918223119637
792,Weather Tracking and Alerts,hat,0.002019182231196,0.201918223119637
801,Weather Tracking and Alerts,italy,0.002019182231196,0.201918223119637
817,Weather Tracking and Alerts,louisiana,0.002019182231196,0.201918223119637
822,Weather Tracking and Alerts,marine,0.002019182231196,0.201918223119637
823,Weather Tracking and Alerts,maryland,0.002019182231196,0.201918223119637
826,Weather Tracking and Alerts,mead,0.002019182231196,0.201918223119637
831,Weather Tracking and Alerts,michigan,0.002019182231196,0.201918223119637
833,Weather Tracking and Alerts,missouri,0.002019182231196,0.201918223119637
835,Weather Tracking and Alerts,museum,0.002019182231196,0.201918223119637
839,Weather Tracking and Alerts,nomadic,0.002019182231196,0.201918223119637
860,Weather Tracking and Alerts,raintree,0.002019182231196,0.201918223119637
878,Weather Tracking and Alerts,seattle,0.002019182231196,0.201918223119637
887,Weather Tracking and Alerts,snowy,0.002019182231196,0.201918223119637
905,Weather Tracking and Alerts,toddler,0.002019182231196,0.201918223119637
907,Weather Tracking and Alerts,trisail,0.002019182231196,0.201918223119637
908,Weather Tracking and Alerts,under,0.002019182231196,0.201918223119637
911,Weather Tracking and Alerts,vacuum,0.002019182231196,0.201918223119637
914,Weather Tracking and Alerts,venice,0.002019182231196,0.201918223119637
915,Weather Tracking and Alerts,wallace,0.002019182231196,0.201918223119637
916,Weather Tracking and Alerts,war,0.002019182231196,0.201918223119637
921,Weather Tracking and Alerts,wedding,0.002019182231196,0.201918223119637
709,Weather Tracking and Alerts,arid,0.001514386673397,0.151438667339727
710,Weather Tracking and Alerts,arizona,0.001514386673397,0.151438667339727
713,Weather Tracking and Alerts,asheville,0.001514386673397,0.151438667339727
716,Weather Tracking and Alerts,austin,0.001514386673397,0.151438667339727
717,Weather Tracking and Alerts,average,0.001514386673397,0.151438667339727
722,Weather Tracking and Alerts,baseball,0.001514386673397,0.151438667339727
726,Weather Tracking and Alerts,better,0.001514386673397,0.151438667339727
728,Weather Tracking and Alerts,blizzard,0.001514386673397,0.151438667339727
731,Weather Tracking and Alerts,bromley,0.001514386673397,0.151438667339727
735,Weather Tracking and Alerts,can,0.001514386673397,0.151438667339727
736,Weather Tracking and Alerts,carlo,0.001514386673397,0.151438667339727
743,Weather Tracking and Alerts,cheese,0.001514386673397,0.151438667339727
744,Weather Tracking and Alerts,chicago,0.001514386673397,0.151438667339727
750,Weather Tracking and Alerts,coldair,0.001514386673397,0.151438667339727
755,Weather Tracking and Alerts,colony,0.001514386673397,0.151438667339727
759,Weather Tracking and Alerts,cooking,0.001514386673397,0.151438667339727
761,Weather Tracking and Alerts,custom,0.001514386673397,0.151438667339727
767,Weather Tracking and Alerts,east,0.001514386673397,0.151438667339727
768,Weather Tracking and Alerts,effect,0.001514386673397,0.151438667339727
769,Weather Tracking and Alerts,episode,0.001514386673397,0.151438667339727
770,Weather Tracking and Alerts,estate,0.001514386673397,0.151438667339727
771,Weather Tracking and Alerts,eureka,0.001514386673397,0.151438667339727
772,Weather Tracking and Alerts,evening,0.001514386673397,0.151438667339727
775,Weather Tracking and Alerts,first,0.001514386673397,0.151438667339727
777,Weather Tracking and Alerts,fog,0.001514386673397,0.151438667339727
780,Weather Tracking and Alerts,forever,0.001514386673397,0.151438667339727
782,Weather Tracking and Alerts,foundation,0.001514386673397,0.151438667339727
785,Weather Tracking and Alerts,geo,0.001514386673397,0.151438667339727
786,Weather Tracking and Alerts,gorbachev,0.001514386673397,0.151438667339727
788,Weather Tracking and Alerts,hailos,0.001514386673397,0.151438667339727
789,Weather Tracking and Alerts,handy,0.001514386673397,0.151438667339727
790,Weather Tracking and Alerts,hardest,0.001514386673397,0.151438667339727
794,Weather Tracking and Alerts,headache,0.001514386673397,0.151438667339727
797,Weather Tracking and Alerts,hot,0.001514386673397,0.151438667339727
800,Weather Tracking and Alerts,iraq,0.001514386673397,0.151438667339727
802,Weather Tracking and Alerts,jamestown,0.001514386673397,0.151438667339727
804,Weather Tracking and Alerts,jesse,0.001514386673397,0.151438667339727
807,Weather Tracking and Alerts,knife,0.001514386673397,0.151438667339727
808,Weather Tracking and Alerts,knoxville,0.001514386673397,0.151438667339727
810,Weather Tracking and Alerts,landscaping,0.001514386673397,0.151438667339727
811,Weather Tracking and Alerts,layer,0.001514386673397,0.151438667339727
812,Weather Tracking and Alerts,lion,0.001514386673397,0.151438667339727
816,Weather Tracking and Alerts,london,0.001514386673397,0.151438667339727
820,Weather Tracking and Alerts,manifold,0.001514386673397,0.151438667339727
824,Weather Tracking and Alerts,may,0.001514386673397,0.151438667339727
825,Weather Tracking and Alerts,mccartney,0.001514386673397,0.151438667339727
828,Weather Tracking and Alerts,meteorology,0.001514386673397,0.151438667339727
829,Weather Tracking and Alerts,mexico,0.001514386673397,0.151438667339727
832,Weather Tracking and Alerts,mikhail,0.001514386673397,0.151438667339727
834,Weather Tracking and Alerts,monte,0.001514386673397,0.151438667339727
837,Weather Tracking and Alerts,news,0.001514386673397,0.151438667339727
838,Weather Tracking and Alerts,ninja,0.001514386673397,0.151438667339727
840,Weather Tracking and Alerts,nooa,0.001514386673397,0.151438667339727
842,Weather Tracking and Alerts,ocean,0.001514386673397,0.151438667339727
843,Weather Tracking and Alerts,part,0.001514386673397,0.151438667339727
844,Weather Tracking and Alerts,party,0.001514386673397,0.151438667339727
847,Weather Tracking and Alerts,philly,0.001514386673397,0.151438667339727
850,Weather Tracking and Alerts,planet,0.001514386673397,0.151438667339727
856,Weather Tracking and Alerts,rabbit,0.001514386673397,0.151438667339727
857,Weather Tracking and Alerts,radar,0.001514386673397,0.151438667339727
861,Weather Tracking and Alerts,rainy,0.001514386673397,0.151438667339727
862,Weather Tracking and Alerts,ranger,0.001514386673397,0.151438667339727
863,Weather Tracking and Alerts,real,0.001514386673397,0.151438667339727
865,Weather Tracking and Alerts,refrigerator,0.001514386673397,0.151438667339727
869,Weather Tracking and Alerts,review,0.001514386673397,0.151438667339727
870,Weather Tracking and Alerts,rhinoplasty,0.001514386673397,0.151438667339727
871,Weather Tracking and Alerts,romania,0.001514386673397,0.151438667339727
872,Weather Tracking and Alerts,rose,0.001514386673397,0.151438667339727
873,Weather Tracking and Alerts,ruler,0.001514386673397,0.151438667339727
874,Weather Tracking and Alerts,sacramento,0.001514386673397,0.151438667339727
875,Weather Tracking and Alerts,san,0.001514386673397,0.151438667339727
880,Weather Tracking and Alerts,sensor,0.001514386673397,0.151438667339727
882,Weather Tracking and Alerts,shortram,0.001514386673397,0.151438667339727
889,Weather Tracking and Alerts,state,0.001514386673397,0.151438667339727
891,Weather Tracking and Alerts,status,0.001514386673397,0.151438667339727
892,Weather Tracking and Alerts,stlouis,0.001514386673397,0.151438667339727
894,Weather Tracking and Alerts,stopping,0.001514386673397,0.151438667339727
902,Weather Tracking and Alerts,thundercake,0.001514386673397,0.151438667339727
904,Weather Tracking and Alerts,tiger,0.001514386673397,0.151438667339727
909,Weather Tracking and Alerts,united,0.001514386673397,0.151438667339727
910,Weather Tracking and Alerts,university,0.001514386673397,0.151438667339727
912,Weather Tracking and Alerts,vallotton,0.001514386673397,0.151438667339727
925,Weather Tracking and Alerts,woman,0.001514386673397,0.151438667339727
926,Weather Tracking and Alerts,wood,0.001514386673397,0.151438667339727
929,Weather Tracking and Alerts,york,0.001514386673397,0.151438667339727
930,Weather Tracking and Alerts,youth,0.001514386673397,0.151438667339727
931,Weather Tracking and Alerts,zone,0.001514386673397,0.151438667339727
682,UNKNOWN,weather,0.074256318496981,7.42563184969805
441,UNKNOWN,insurance,0.064191456050101,6.4191456050100655
571,UNKNOWN,repair,0.027957951241333,2.795795124133304
394,UNKNOWN,fund,0.015656452695145998,1.56564526951465
285,UNKNOWN,bug,0.014985461865355,1.49854618653545
318,UNKNOWN,cold,0.013196152985909001,1.319615298590919
434,UNKNOWN,hurricane,0.012525162156117,1.252516215611718
591,UNKNOWN,safety,0.012525162156117,1.25251621561172
587,UNKNOWN,safe,0.012301498546186,1.230149854618654
607,UNKNOWN,shelter,0.012077834936255999,1.2077834936255871
643,UNKNOWN,temperature,0.011854171326326,1.1854171326325251
645,UNKNOWN,texas,0.010735853276672,1.07358532766719
241,UNKNOWN,alert,0.009393871617088,0.93938716170879
569,UNKNOWN,refund,0.009393871617088,0.93938716170879
491,UNKNOWN,merriweather,0.009170208007157,0.917020800715724
544,UNKNOWN,post,0.009170208007157,0.917020800715724
243,UNKNOWN,amber,0.008946544397227,0.894654439722657
529,UNKNOWN,pavillion,0.008946544397227,0.894654439722657
626,UNKNOWN,state,0.008946544397226001,0.894654439722657
246,UNKNOWN,animal,0.008722880787296,0.87228807872959
362,UNKNOWN,emergency,0.008722880787296,0.872288078729591
422,UNKNOWN,health,0.008722880787296,0.872288078729591
675,UNKNOWN,volunteer,0.008722880787296,0.8722880787295909
641,UNKNOWN,tax,0.008499217177365,0.849921717736524
384,UNKNOWN,forecast,0.008275553567435,0.827555356743458
634,UNKNOWN,storm,0.008275553567435,0.827555356743458
348,UNKNOWN,department,0.007828226347573,0.782822634757325
461,UNKNOWN,life,0.007604562737643,0.760456273764259
702,UNKNOWN,york,0.006933571907851,0.693357190785059
315,UNKNOWN,climate,0.0069335719078499995,0.693357190785059
618,UNKNOWN,snow,0.00670990829792,0.670990829791993
344,UNKNOWN,damage,0.006262581078059,0.62625810780586
473,UNKNOWN,lyric,0.006262581078059,0.62625810780586
646,UNKNOWN,thailand,0.005815253858197,0.581525385819727
428,UNKNOWN,home,0.005367926638336,0.536792663833594
375,UNKNOWN,federal,0.005144263028405,0.514426302840528
489,UNKNOWN,medical,0.004920599418475,0.492059941847461
528,UNKNOWN,paul,0.004696935808544,0.469693580854395
322,UNKNOWN,coldwell,0.004473272198613,0.447327219861329
598,UNKNOWN,sean,0.004249608588683,0.424960858868262
345,UNKNOWN,day,0.004025944978752,0.402594497875196
380,UNKNOWN,florida,0.004025944978752,0.402594497875196
516,UNKNOWN,north,0.004025944978752,0.402594497875196
680,UNKNOWN,warning,0.004025944978752,0.402594497875196
258,UNKNOWN,auto,0.003802281368821,0.380228136882129
540,UNKNOWN,plan,0.003802281368821,0.380228136882129
639,UNKNOWN,survival,0.003802281368821,0.380228136882129
292,UNKNOWN,car,0.003578617758891,0.357861775889063
631,UNKNOWN,stone,0.003578617758891,0.357861775889063
340,UNKNOWN,creamery,0.00335495414896,0.335495414895996
396,UNKNOWN,funding,0.00335495414896,0.335495414895996
507,UNKNOWN,mutual,0.00335495414896,0.335495414895996
560,UNKNOWN,rainbow,0.00335495414896,0.335495414895996
612,UNKNOWN,sigalert,0.00335495414896,0.335495414895996
330,UNKNOWN,company,0.003131290539029,0.31312905390293
354,UNKNOWN,dominican,0.003131290539029,0.31312905390293
570,UNKNOWN,relief,0.003131290539029,0.31312905390293
574,UNKNOWN,republic,0.003131290539029,0.31312905390293
264,UNKNOWN,banker,0.002907626929099,0.290762692909864
288,UNKNOWN,california,0.002907626929099,0.290762692909864
451,UNKNOWN,katrina,0.002907626929099,0.290762692909864
468,UNKNOWN,local,0.002907626929099,0.290762692909864
659,UNKNOWN,tornado,0.002907626929099,0.290762692909864
312,UNKNOWN,city,0.002683963319168,0.268396331916797
537,UNKNOWN,picture,0.002683963319168,0.268396331916797
648,UNKNOWN,thunderbeach,0.002683963319168,0.268396331916797
255,UNKNOWN,atlanta,0.002460299709237,0.246029970923731
390,UNKNOWN,free,0.002460299709237,0.246029970923731
460,UNKNOWN,liability,0.002460299709237,0.246029970923731
465,UNKNOWN,list,0.002460299709237,0.246029970923731
546,UNKNOWN,prediction,0.002460299709237,0.246029970923731
593,UNKNOWN,safeway,0.002460299709237,0.246029970923731
647,UNKNOWN,thunder,0.002460299709237,0.246029970923731
295,UNKNOWN,carolina,0.002236636099307,0.223663609930664
298,UNKNOWN,casino,0.002236636099307,0.223663609930664
307,UNKNOWN,child,0.002236636099307,0.223663609930664
433,UNKNOWN,houston,0.002236636099307,0.223663609930664
467,UNKNOWN,load,0.002236636099307,0.223663609930664
606,UNKNOWN,service,0.002236636099307,0.223663609930664
621,UNKNOWN,song,0.002236636099307,0.223663609930664
651,UNKNOWN,thundervalley,0.002236636099307,0.223663609930664
698,UNKNOWN,world,0.002236636099307,0.223663609930664
269,UNKNOWN,beach,0.002012972489376,0.201297248937598
300,UNKNOWN,change,0.002012972489376,0.201297248937598
301,UNKNOWN,channel,0.002012972489376,0.201297248937598
332,UNKNOWN,condition,0.002012972489376,0.201297248937598
356,UNKNOWN,drought,0.002012972489376,0.201297248937598
381,UNKNOWN,flower,0.002012972489376,0.201297248937598
392,UNKNOWN,frost,0.002012972489376,0.201297248937598
400,UNKNOWN,general,0.002012972489376,0.201297248937598
410,UNKNOWN,grocery,0.002012972489376,0.201297248937598
455,UNKNOWN,lake,0.002012972489376,0.201297248937598
508,UNKNOWN,national,0.002012972489376,0.201297248937598
559,UNKNOWN,rain,0.002012972489376,0.201297248937598
576,UNKNOWN,resistant,0.002012972489376,0.201297248937598
661,UNKNOWN,travel,0.002012972489376,0.201297248937598
666,UNKNOWN,united,0.002012972489376,0.201297248937598
681,UNKNOWN,water,0.002012972489376,0.201297248937598
693,UNKNOWN,wkyc,0.002012972489376,0.201297248937598
268,UNKNOWN,battle,0.001789308879445,0.178930887944531
277,UNKNOWN,boat,0.001789308879445,0.178930887944531
378,UNKNOWN,first,0.001789308879445,0.178930887944531
395,UNKNOWN,funded,0.001789308879445,0.178930887944531
420,UNKNOWN,have,0.001789308879445,0.178930887944531
437,UNKNOWN,income,0.001789308879445,0.178930887944531
470,UNKNOWN,long,0.001789308879445,0.178930887944531
499,UNKNOWN,missouri,0.001789308879445,0.178930887944531
556,UNKNOWN,quote,0.001789308879445,0.178930887944531
614,UNKNOWN,signal,0.001789308879445,0.178930887944531
623,UNKNOWN,space,0.001789308879445,0.178930887944531
636,UNKNOWN,subwoofer,0.001789308879445,0.178930887944531
240,UNKNOWN,air,0.001565645269515,0.156564526951465
245,UNKNOWN,american,0.001565645269515,0.156564526951465
296,UNKNOWN,case,0.001565645269515,0.156564526951465
302,UNKNOWN,charity,0.001565645269515,0.156564526951465
308,UNKNOWN,childrens,0.001565645269515,0.156564526951465
326,UNKNOWN,colorado,0.001565645269515,0.156564526951465
327,UNKNOWN,columbia,0.001565645269515,0.156564526951465
338,UNKNOWN,county,0.001565645269515,0.156564526951465
383,UNKNOWN,ford,0.001565645269515,0.156564526951465
414,UNKNOWN,haile,0.001565645269515,0.156564526951465
427,UNKNOWN,hill,0.001565645269515,0.156564526951465
435,UNKNOWN,ice,0.001565645269515,0.156564526951465
447,UNKNOWN,jersey,0.001565645269515,0.156564526951465
450,UNKNOWN,kansa,0.001565645269515,0.156564526951465
478,UNKNOWN,management,0.001565645269515,0.156564526951465
480,UNKNOWN,manual,0.001565645269515,0.156564526951465
500,UNKNOWN,mobile,0.001565645269515,0.156564526951465
535,UNKNOWN,photo,0.001565645269515,0.156564526951465
573,UNKNOWN,report,0.001565645269515,0.156564526951465
595,UNKNOWN,san,0.001565645269515,0.156564526951465
603,UNKNOWN,selassie,0.001565645269515,0.156564526951465
609,UNKNOWN,shore,0.001565645269515,0.156564526951465
649,UNKNOWN,thunderbird,0.001565645269515,0.156564526951465
672,UNKNOWN,vega,0.001565645269515,0.156564526951465
252,UNKNOWN,around,0.001341981659584,0.134198165958399
286,UNKNOWN,business,0.001341981659584,0.134198165958399
304,UNKNOWN,check,0.001341981659584,0.134198165958399
316,UNKNOWN,club,0.001341981659584,0.134198165958399
321,UNKNOWN,coldwar,0.001341981659584,0.134198165958399
328,UNKNOWN,columbus,0.001341981659584,0.134198165958399
353,UNKNOWN,doggone,0.001341981659584,0.134198165958399
404,UNKNOWN,ghi,0.001341981659584,0.134198165958399
411,UNKNOWN,group,0.001341981659584,0.134198165958399
424,UNKNOWN,hedge,0.001341981659584,0.134198165958399
449,UNKNOWN,job,0.001341981659584,0.134198165958399
457,UNKNOWN,lawnmower,0.001341981659584,0.134198165958399
464,UNKNOWN,lisa,0.001341981659584,0.134198165958399
483,UNKNOWN,marine,0.001341981659584,0.134198165958399
495,UNKNOWN,michigan,0.001341981659584,0.134198165958399
505,UNKNOWN,municipal,0.001341981659584,0.134198165958399
509,UNKNOWN,nerve,0.001341981659584,0.134198165958399
524,UNKNOWN,pain,0.001341981659584,0.134198165958399
525,UNKNOWN,part,0.001341981659584,0.134198165958398
542,UNKNOWN,plastic,0.001341981659584,0.134198165958399
545,UNKNOWN,power,0.001341981659584,0.134198165958399
597,UNKNOWN,school,0.001341981659584,0.134198165958399
600,UNKNOWN,seat,0.001341981659584,0.134198165958398
622,UNKNOWN,south,0.001341981659584,0.134198165958399
642,UNKNOWN,teen,0.001341981659584,0.134198165958399
674,UNKNOWN,virginia,0.001341981659584,0.134198165958399
690,UNKNOWN,wichita,0.001341981659584,0.134198165958399
692,UNKNOWN,wind,0.001341981659584,0.134198165958399
701,UNKNOWN,yellowstone,0.001341981659584,0.134198165958399
248,UNKNOWN,area,0.001118318049653,0.111831804965332
251,UNKNOWN,arkansas,0.001118318049653,0.111831804965332
254,UNKNOWN,association,0.001118318049653,0.111831804965332
261,UNKNOWN,award,0.001118318049653,0.111831804965332
262,UNKNOWN,baker,0.001118318049653,0.111831804965332
271,UNKNOWN,berlin,0.001118318049653,0.111831804965332
273,UNKNOWN,best,0.001118318049653,0.111831804965332
280,UNKNOWN,boston,0.001118318049653,0.111831804965332
282,UNKNOWN,british,0.001118318049653,0.111831804965332
287,UNKNOWN,buy,0.001118318049653,0.111831804965332
299,UNKNOWN,cedar,0.001118318049653,0.111831804965332
317,UNKNOWN,clutch,0.001118318049653,0.111831804965332
336,UNKNOWN,council,0.001118318049653,0.111831804965332
339,UNKNOWN,course,0.001118318049653,0.111831804965332
346,UNKNOWN,deaf,0.001118318049653,0.111831804965332
352,UNKNOWN,doe,0.001118318049653,0.111831804965332
371,UNKNOWN,falling,0.001118318049653,0.111831804965332
374,UNKNOWN,favor,0.001118318049653,0.111831804965332
393,UNKNOWN,frosting,0.001118318049653,0.111831804965332
399,UNKNOWN,gateway,0.001118318049653,0.111831804965332
401,UNKNOWN,geo,0.001118318049653,0.111831804965332
406,UNKNOWN,glass,0.001118318049653,0.111831804965332
418,UNKNOWN,hardy,0.001118318049653,0.111831804965332
429,UNKNOWN,homeless,0.001118318049653,0.111831804965332
430,UNKNOWN,homeowner,0.001118318049653,0.111831804965332
431,UNKNOWN,hospital,0.001118318049653,0.111831804965332
444,UNKNOWN,island,0.001118318049653,0.111831804965332
452,UNKNOWN,kit,0.001118318049653,0.111831804965332
458,UNKNOWN,lawyer,0.001118318049653,0.111831804965332
471,UNKNOWN,louisiana,0.001118318049653,0.111831804965332
472,UNKNOWN,ltd,0.001118318049653,0.111831804965332
482,UNKNOWN,map,0.001118318049653,0.111831804965332
484,UNKNOWN,maryland,0.001118318049653,0.111831804965332
490,UNKNOWN,medicare,0.001118318049653,0.111831804965332
494,UNKNOWN,miami,0.001118318049653,0.111831804965332
511,UNKNOWN,newark,0.001118318049653,0.111831804965332
520,UNKNOWN,ohio,0.001118318049653,0.111831804965332
527,UNKNOWN,password,0.001118318049653,0.111831804965332
539,UNKNOWN,plainfield,0.001118318049653,0.111831804965332
543,UNKNOWN,porcelain,0.001118318049653,0.111831804965332
550,UNKNOWN,property,0.001118318049653,0.111831804965332
553,UNKNOWN,pryor,0.001118318049653,0.111831804965332
555,UNKNOWN,punitive,0.001118318049653,0.111831804965332
